match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,elapsed_seconds,p1_score_num,p2_score_num,score_diff,total_points_won_diff,games_diff,sets_diff,is_server_p1,serve_no_binary,is_break_point,is_game_point,p1_winners_total,p2_winners_total,p1_errors_total,p2_errors_total,p1_win_rate_5,p2_win_rate_5,p1_game_wins_3,point_in_match,total_points_in_match,match_progress,next_point_victor,target,target_3points
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:44:48,3,6,184,2,0,3,2,0,40,2,2,2,95,89,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.964,4.597,1,90.0,BW,NCTL,D,17088.0,0,3,-3,6,1,2,0,0,False,True,48,31,17,10,0.2,0.8,2.0,184,232,0.7931034482758621,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:45:35,3,7,185,2,0,3,3,0,0,1,1,1,96,89,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.403,2.143,1,114.0,W,CTL,ND,17135.0,0,0,0,7,0,2,1,1,False,False,49,31,17,10,0.2,0.8,2.0,185,232,0.7974137931034483,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:46:00,3,7,186,2,0,3,3,15,0,1,1,1,97,89,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.245,1.219,1,115.0,C,NCTL,ND,17160.0,1,0,1,8,0,2,1,1,False,False,50,31,17,10,0.4,0.6,1.0,186,232,0.8017241379310345,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:46:27,3,7,187,2,0,3,3,30,0,1,1,1,98,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31,5.814,1,122.0,C,NCTL,D,17187.0,2,0,2,9,0,2,1,1,False,False,50,31,17,10,0.6,0.4,1.0,187,232,0.8060344827586207,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:46:52,3,7,188,2,0,3,3,40,0,1,1,1,99,89,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141,1.309,1,121.0,W,CTL,ND,17212.0,3,0,3,10,0,2,1,1,False,True,51,31,17,10,0.8,0.19999999999999996,2.0,188,232,0.8103448275862069,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:48:39,3,8,189,2,0,4,3,0,0,2,1,1,100,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.036,10.938,2,102.0,C,NCTL,ND,17319.0,0,0,0,11,1,2,0,1,False,False,51,31,17,10,1.0,0.0,2.0,189,232,0.8146551724137931,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:49:08,3,8,190,2,0,4,3,15,0,2,1,1,101,89,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.216,19.532,4,105.0,BW,NCTL,ND,17348.0,1,0,1,12,1,2,0,1,False,False,52,31,17,10,1.0,0.0,2.0,190,232,0.8189655172413793,2.0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:49:36,3,8,191,2,0,4,3,30,0,2,1,2,101,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.955,3.209,1,100.0,W,CTL,ND,17376.0,2,0,2,11,1,2,0,1,False,False,52,31,17,10,0.8,0.19999999999999996,2.0,191,232,0.8232758620689655,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:49:55,3,8,192,2,0,4,3,30,15,2,1,2,101,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.208,4.978,1,108.0,W,NCTL,ND,17395.0,2,1,1,10,1,2,0,1,False,False,52,31,17,10,0.6,0.4,2.0,192,232,0.8275862068965517,2.0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:50:13,3,8,193,2,0,4,3,30,30,2,1,2,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.658,4.522,1,100.0,W,NCTL,D,17413.0,2,2,0,9,1,2,0,1,False,False,52,31,17,10,0.4,0.6,2.0,193,232,0.8318965517241379,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:50:34,3,8,194,2,0,4,3,30,40,2,1,1,102,92,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16.935,13.932,2,105.0,W,CTL,ND,17434.0,2,3,-1,10,1,2,0,1,False,True,52,31,17,11,0.4,0.6,2.0,194,232,0.8362068965517241,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:51:01,3,8,195,2,0,4,3,40,40,2,2,2,102,93,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32.918,21.9,7,94.0,BW,NCTL,ND,17461.0,3,3,0,9,1,2,0,0,False,False,52,31,18,11,0.2,0.8,2.0,195,232,0.8405172413793104,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:51:52,3,8,196,2,0,4,3,40,AD,2,1,2,102,94,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.422,17.54,5,108.0,B,CTL,ND,17512.0,3,4,-1,8,1,2,0,1,False,True,52,32,18,11,0.2,0.8,2.0,196,232,0.8448275862068966,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:52:38,3,9,197,2,0,4,4,0,0,1,1,1,103,94,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.198,15.559,3,114.0,W,CTL,ND,17558.0,0,0,0,9,0,2,1,1,False,False,53,32,18,11,0.4,0.6,2.0,197,232,0.8491379310344828,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:53:06,3,9,198,2,0,4,4,15,0,1,1,1,104,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.883,3.83,1,125.0,W,CTL,ND,17586.0,1,0,1,10,0,2,1,1,False,False,53,32,18,11,0.6,0.4,2.0,198,232,0.853448275862069,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:53:50,3,9,199,2,0,4,4,30,0,1,1,1,105,94,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.178,14.384,3,115.0,W,NCTL,ND,17630.0,2,0,2,11,0,2,1,1,False,False,54,32,18,11,0.6,0.4,2.0,199,232,0.8577586206896551,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:54:17,3,9,200,2,0,4,4,40,0,1,1,1,106,94,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.754,4.661,1,118.0,W,CTL,D,17657.0,3,0,3,12,0,2,1,1,False,True,55,32,18,11,0.8,0.19999999999999996,2.0,200,232,0.8620689655172413,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:55:55,3,10,201,2,0,5,4,0,0,2,1,2,106,95,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22.656,24.209,7,104.0,C,NCTL,ND,17755.0,0,0,0,11,1,2,0,1,False,False,55,33,18,11,0.8,0.19999999999999996,2.0,201,232,0.8663793103448276,2.0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:56:28,3,10,202,2,0,5,4,0,15,2,1,2,106,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.135,4.425,1,102.0,BW,CTL,ND,17788.0,0,1,-1,10,1,2,0,1,False,False,55,33,19,11,0.6,0.4,2.0,202,232,0.8706896551724138,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:56:45,3,10,203,2,0,5,4,0,30,2,2,1,107,96,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.606,5.292,2,95.0,BC,NCTL,ND,17805.0,0,2,-2,11,1,2,0,0,False,False,56,33,19,11,0.6,0.4,2.0,203,232,0.875,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:57:18,3,10,204,2,0,5,4,15,30,2,2,2,107,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249,1.616,1,83.0,BW,NCTL,ND,17838.0,1,2,-1,10,1,2,0,0,False,False,56,33,19,11,0.4,0.6,2.0,204,232,0.8793103448275862,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:58:00,3,10,205,2,0,5,4,15,40,2,1,2,107,98,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.698,37.722,7,104.0,B,NCTL,ND,17880.0,1,3,-2,9,1,2,0,1,False,True,56,33,20,11,0.2,0.8,2.0,205,232,0.8836206896551724,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:59:02,3,11,206,2,0,5,5,0,0,1,2,1,108,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.156,4.659,1,118.0,BC,NCTL,D,17942.0,0,0,0,10,0,2,1,0,False,False,56,33,20,11,0.4,0.6,2.0,206,232,0.8879310344827587,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,04:59:39,3,11,207,2,0,5,5,15,0,1,2,1,109,98,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15,7.772,3,98.0,W,NCTL,ND,17979.0,1,0,1,11,0,2,1,0,False,False,57,33,20,11,0.6,0.4,2.0,207,232,0.8922413793103449,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:00:21,3,11,208,2,0,5,5,30,0,1,1,1,110,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.642,3.899,1,119.0,BW,NCTL,ND,18021.0,2,0,2,12,0,2,1,1,False,False,57,33,20,11,0.6,0.4,1.0,208,232,0.896551724137931,2.0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:00:43,3,11,209,2,0,5,5,40,0,1,1,2,110,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.856,14.428,4,129.0,BW,NCTL,D,18043.0,3,0,3,11,0,2,1,1,False,True,57,33,20,11,0.6,0.4,1.0,209,232,0.9008620689655172,2.0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:01:11,3,11,210,2,0,5,5,40,15,1,1,2,110,100,0,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.858,17.452,4,116.0,W,NCTL,ND,18071.0,3,1,2,10,0,2,1,1,False,True,57,34,20,11,0.6,0.4,1.0,210,232,0.9051724137931034,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:01:55,3,11,211,2,0,5,5,40,30,1,2,2,110,101,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.272,0.898,0,116.0,W,CTL,ND,18115.0,3,2,1,9,0,2,1,0,False,True,57,34,21,11,0.4,0.6,1.0,211,232,0.9094827586206896,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:02:35,3,11,212,2,0,5,5,40,40,1,1,2,110,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.597,11.235,2,122.0,W,NCTL,D,18155.0,3,3,0,8,0,2,1,1,False,False,57,34,21,11,0.2,0.8,1.0,212,232,0.9137931034482759,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:03:23,3,11,213,2,0,5,5,40,AD,1,2,1,111,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.685,4.902,1,101.0,W,CTL,D,18203.0,3,4,-1,9,0,2,1,0,True,True,57,34,21,11,0.2,0.8,1.0,213,232,0.9181034482758621,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:04:06,3,11,214,2,0,5,5,40,40,1,2,1,112,102,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,37.628,40.203,9,99.0,C,CTL,ND,18246.0,3,3,0,10,0,2,1,0,False,False,57,34,21,12,0.4,0.6,1.0,214,232,0.9224137931034483,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:05:01,3,11,215,2,0,5,5,AD,40,1,2,1,113,102,1,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.742,7.942,3,94.0,W,CTL,ND,18301.0,4,3,1,11,0,2,1,0,False,True,58,34,21,12,0.6,0.4,2.0,215,232,0.9267241379310345,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:06:47,3,12,216,2,0,6,5,0,0,2,1,2,113,103,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4.363,5.455,1,106.0,C,NCTL,ND,18407.0,0,0,0,10,1,2,0,1,False,False,58,34,22,12,0.6,0.4,2.0,216,232,0.9310344827586207,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:07:09,3,12,217,2,0,6,5,0,15,2,2,1,114,103,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.589,3.366,2,93.0,B,NCTL,D,18429.0,0,1,-1,11,1,2,0,0,False,False,59,34,22,12,0.8,0.19999999999999996,2.0,217,232,0.9353448275862069,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:07:43,3,12,218,2,0,6,5,15,15,2,1,1,115,103,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.228,6.013,2,109.0,C,NCTL,D,18463.0,1,1,0,12,1,2,0,1,False,False,60,34,22,12,0.8,0.19999999999999996,2.0,218,232,0.9396551724137931,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:08:07,3,12,219,2,0,6,5,30,15,2,2,1,116,103,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.308,3.025,2,86.0,BW,NCTL,D,18487.0,2,1,1,13,1,2,0,0,False,False,61,34,22,12,0.8,0.19999999999999996,2.0,219,232,0.9439655172413793,2.0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:08:47,3,12,220,2,0,6,5,40,15,2,1,2,116,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.511,5.091,1,104.0,W,CTL,D,18527.0,3,1,2,12,1,2,0,1,True,True,61,34,22,12,0.6,0.4,1.0,220,232,0.9482758620689655,2.0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:09:12,3,12,221,2,0,6,5,40,30,2,2,2,116,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10.351,10.371,3,95.0,B,NCTL,ND,18552.0,3,2,1,11,1,2,0,0,True,True,61,34,23,12,0.6,0.4,1.0,221,232,0.9525862068965517,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:09:54,3,12,222,2,0,6,5,40,40,2,1,2,116,106,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.866,11.246,3,114.0,C,CTL,ND,18594.0,3,3,0,10,1,2,0,1,False,False,61,35,23,12,0.4,0.6,1.0,222,232,0.9568965517241379,2.0,0,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:10:19,3,12,223,2,0,6,5,40,AD,2,2,2,116,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.971,10.055,3,96.0,BW,CTL,ND,18619.0,3,4,-1,9,1,2,0,0,False,True,61,35,23,12,0.2,0.8,1.0,223,232,0.9612068965517241,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:11:26,3,13,224,2,0,6,6,0,0,1,2,1,117,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.613,17.469,5,110.0,BC,NCTL,ND,18686.0,0,0,0,10,0,2,1,0,False,False,61,35,23,12,0.2,0.8,1.0,224,232,0.9655172413793104,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:12:11,3,13,225,2,0,6,6,1,0,2,2,1,118,107,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.532,25.407,8,103.0,C,NCTL,D,18731.0,0,0,0,11,0,2,0,0,False,False,62,35,23,12,0.4,0.6,1.0,225,232,0.9698275862068966,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:13:07,3,13,226,2,0,6,6,2,0,2,1,1,119,107,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.593,10.849,4,107.0,C,NCTL,ND,18787.0,0,0,0,12,0,2,0,1,False,False,63,35,23,12,0.6,0.4,1.0,226,232,0.9741379310344828,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:13:40,3,13,227,2,0,6,6,3,0,1,1,1,120,107,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.653,4.276,1,124.0,C,NCTL,D,18820.0,0,0,0,13,0,2,1,1,False,False,64,35,23,12,0.8,0.19999999999999996,1.0,227,232,0.978448275862069,2.0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:14:06,3,13,228,2,0,6,6,4,0,1,2,2,120,108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.219,8.213,2,113.0,B,CTL,D,18846.0,0,0,0,12,0,2,1,0,False,False,64,35,24,12,0.8,0.19999999999999996,1.0,228,232,0.9827586206896551,1.0,1,1
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:14:45,3,13,229,2,0,6,6,4,1,2,2,1,121,108,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.867,3.481,2,78.0,BW,NCTL,D,18885.0,0,0,0,13,0,2,0,0,False,False,65,35,24,12,0.8,0.19999999999999996,1.0,229,232,0.9870689655172413,2.0,0,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:15:45,3,13,230,2,0,6,6,5,1,2,1,2,121,109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.988,11.584,3,99.0,W,CTL,ND,18945.0,0,0,0,12,0,2,0,1,False,False,65,35,25,12,0.6,0.4,1.0,230,232,0.9913793103448276,1.0,1,0
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:16:15,3,13,231,2,0,6,6,5,2,1,1,1,122,109,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22.32,19.952,5,128.0,BW,CTL,ND,18975.0,0,0,0,13,0,2,1,1,False,False,65,35,25,12,0.6,0.4,1.0,231,232,0.9956896551724138,1.0,1,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.727,5.42,1,114.0,W,CTL,ND,0.0,0,0,0,-1,0,0,0,1,False,False,0,0,0,0,0.0,1.0,0.0,1,190,0.005263157894736842,2.0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:00:16,1,1,2,0,0,0,0,0,15,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.068,11.969,3,123.0,W,NCTL,ND,16.0,0,1,-1,-2,0,0,0,1,False,False,0,0,0,0,0.0,1.0,0.0,2,190,0.010526315789473684,2.0,0,1
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:00:39,1,1,3,0,0,0,0,0,30,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.276,7.918,1,105.0,BC,NCTL,D,39.0,0,2,-2,-3,0,0,0,0,False,False,0,0,0,0,0.0,1.0,0.0,3,190,0.015789473684210527,2.0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:01:08,1,1,4,0,0,0,0,0,40,2,1,2,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30.5,27.834,7,119.0,C,NCTL,D,68.0,0,3,-3,-4,0,0,0,1,False,True,0,0,1,0,0.0,1.0,0.0,4,190,0.021052631578947368,1.0,1,1
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:02:20,1,2,5,0,0,0,1,0,0,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.328,32.599,9,93.0,C,NCTL,ND,140.0,0,0,0,-3,-1,0,1,0,False,False,0,0,1,1,0.2,0.8,0.0,5,190,0.02631578947368421,2.0,0,1
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:03:04,1,2,6,0,0,0,1,15,0,1,2,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.109,11.737,2,81.0,B,NCTL,ND,184.0,1,0,1,-4,-1,0,1,0,False,False,0,0,2,1,0.2,0.8,0.0,6,190,0.031578947368421054,1.0,1,1
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:03:56,1,2,7,0,0,0,1,15,15,1,1,1,2,5,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,48.403,50.709,13,108.0,W,NCTL,ND,236.0,1,1,0,-3,-1,0,1,1,False,False,1,0,2,1,0.4,0.6,0.0,7,190,0.03684210526315789,1.0,1,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:04:38,1,2,8,0,0,0,1,30,15,1,2,1,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.89,19.457,5,96.0,C,NCTL,ND,278.0,2,1,1,-2,-1,0,1,0,False,False,1,0,2,2,0.6,0.4,0.0,8,190,0.042105263157894736,1.0,1,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:05:18,1,2,9,0,0,0,1,40,15,1,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.617,18.662,5,118.0,C,NCTL,ND,318.0,3,1,2,-1,-1,0,1,1,False,True,1,0,2,2,0.8,0.19999999999999996,1.0,9,190,0.04736842105263158,2.0,0,1
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:05:58,1,3,10,0,0,1,1,0,0,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.95,14.828,3,128.0,BC,CTL,ND,358.0,0,0,0,-2,0,0,0,1,False,False,1,0,2,2,0.6,0.4,1.0,10,190,0.05263157894736842,2.0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:06:23,1,3,11,0,0,1,1,0,15,2,1,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,7.161,1,124.0,C,NCTL,D,383.0,0,1,-1,-3,0,0,0,1,False,False,1,0,2,2,0.6,0.4,1.0,11,190,0.05789473684210526,1.0,1,1
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:06:43,1,3,12,0,0,1,1,0,30,2,2,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.973,7.962,2,110.0,BW,NCTL,D,403.0,0,2,-2,-2,0,0,0,0,False,False,1,0,2,2,0.6,0.4,1.0,12,190,0.06315789473684211,2.0,0,1
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:07:18,1,3,13,0,0,1,1,15,30,2,1,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,1.008,1,121.0,W,CTL,ND,438.0,1,2,-1,-3,0,0,0,1,False,False,1,0,2,2,0.4,0.6,1.0,13,190,0.06842105263157895,1.0,1,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:07:36,1,3,14,0,0,1,1,15,40,2,1,1,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.739,12.108,4,124.0,BC,NCTL,D,456.0,1,3,-2,-2,0,0,0,1,False,True,1,0,2,3,0.4,0.6,1.0,14,190,0.07368421052631578,1.0,1,1
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:08:05,1,3,15,0,0,1,1,30,40,2,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.284,4.838,2,128.0,C,NCTL,D,485.0,2,3,-1,-1,0,0,0,1,False,True,1,0,2,3,0.6,0.4,1.0,15,190,0.07894736842105263,2.0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:08:30,1,3,16,0,0,1,1,40,40,2,1,2,7,9,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,46.106,22.344,7,115.0,W,NCTL,ND,510.0,3,3,0,-2,0,0,0,1,False,False,1,1,2,3,0.6,0.4,1.0,16,190,0.08421052631578947,1.0,1,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:09:02,1,3,17,0,0,1,1,40,AD,2,2,1,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.588,6.866,2,102.0,BW,NCTL,ND,542.0,3,4,-1,-1,0,0,0,0,False,True,1,1,2,4,0.6,0.4,1.0,17,190,0.08947368421052632,2.0,0,1
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:09:38,1,3,18,0,0,1,1,40,40,2,1,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23.052,21.115,5,125.0,BC,CTL,D,578.0,3,3,0,-2,0,0,0,1,False,False,1,1,2,4,0.6,0.4,1.0,18,190,0.09473684210526316,2.0,0,0
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:10:11,1,3,19,0,0,1,1,40,AD,2,1,2,8,11,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.378,13.196,5,121.0,C,NCTL,ND,611.0,3,4,-1,-3,0,0,0,1,False,True,1,2,2,4,0.4,0.6,1.0,19,190,0.1,1.0,1,1
2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:11:57,1,4,20,0,0,1,2,0,0,1,1,1,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,2.706,1,114.0,C,CTL,ND,717.0,0,0,0,-2,-1,0,1,1,False,False,1,2,2,4,0.4,0.6,1.0,20,190,0.10526315789473684,2.0,0,0
